record_id,title,service,ticket_type,indicator
SYN-01415,"The printer issue at reception happened again, please review.",IT Support,Complaint,IND-09
SYN-01416,"please provide support to wash the spill at level two, when available.",Cleaning,Support Request,IND-10
SYN-01418,Request to transfer supply order - main office - today.,Logistics,Service Request,IND-03
SYN-01419,complaint: recurring issue with document box at level two.,Logistics,Complaint,IND-09
SYN-01421,"Please provide support to sanitize the meeting room at level two, before noon.",Cleaning,Support Request,IND-10
SYN-01422,"Please inspect the hallway at storage area, before noon.",IT Support,Service Request,IND-02
SYN-01423,"The water leak issue at reception happened again, please review.",Facilities,Complaint,IND-09
SYN-01424,"restore lighting at north wing, before noon.",Facilities,Support Request,IND-10
SYN-01425,request to authorize visitor entrance - level two - before noon.,Facilities,Service Request,IND-01
SYN-01426,"The access badge issue at north wing happened again, please review.",Security,Complaint,IND-09
SYN-01427,"Please check the elevator at reception, before noon.",Facilities,Service Request,IND-01
SYN-01428,"Please provide support to register the svc status at reception, as soon as possible.",Customer Support,Support Request,IND-10
SYN-01429,Request to schedule delivery cart - north wing - this afternoon.,Logistics,Service Request,IND-03
SYN-01430,"Please locate the document box at reception, today",Logistics,Service Request,IND-03
SYN-01431,"Please calibrate the office chair at north wing, this afternoon",Equipment,Service Request,IND-07
SYN-01432,"The feedback issue at level two happened again, please review.",Customer Support,Complaint,IND-09
SYN-01433,Help needed to update laptop in main office this afternoon.,IT Support,Support Request,IND-10
SYN-01434,Request to replace power unit - level two - today.,Equipment,Service Request,IND-07
SYN-01435,"Schedule document box at reception, this afternoon.",Logistics,Service Request,IND-03
SYN-01436,Help needed to deliver special meal in level two this afternoon.,Food Services,Support Request,IND-10
SYN-01437,Service needed: restore elevator in level two before noon.,Facilities,Service Request,IND-01
SYN-01438,"Please check the water leak at storage area, today",Facilities,Service Request,IND-01
SYN-01439,Request to schedule supply order - north wing - as soon as possible,Logistics,Service Request,IND-03
SYN-01440,Request to verify parking gate - reception - when available.,Security,Service Request,IND-06
SYN-01441,Help needed to register appointment in main office today.,Customer Support,Support Request,IND-10
SYN-01442,"The delivery cart issue at north wing happened again, please review.",Logistics,Complaint,IND-09
SYN-01443,Help needed to review lost item in north wing this afternoon.,Security,Support Request,IND-10
SYN-01444,Help needed to deliver meal order in north wing before noon,Security,Support Request,IND-10
SYN-01445,Help needed to schedule document box in level two before noon.,Logistics,Support Request,IND-10
SYN-01446,"Deliver food tray at main office, before noon.",Food Services,Service Request,IND-04
SYN-01447,Help needed to restore door in storage area when available.,Facilities,Support Request,IND-10
SYN-01448,Help needed to deliver delivery cart in level two when available.,Logistics,Support Request,IND-10
SYN-01449,Request to reset laptop - main office - before noon.,IT Support,Service Request,IND-02
SYN-01450,Request to confirm menu - main office - before noon,Food Services,Service Request,IND-04
SYN-01451,"Adjust elevator at north wing, today.",Facilities,Support Request,IND-10
SYN-01452,Service needed: diagnose printer in level two before noon.,IT Support,Service Request,IND-02
SYN-01453,Service needed: authorize lost item in level two this afternoon.,Security,Service Request,IND-06
SYN-01454,"Please schedule the delivery cart at reception, as soon as possible.",Logistics,Service Request,IND-03
SYN-01455,complaint: recurring issue with elevator at north wing.,Facilities,Complaint,IND-09
SYN-01456,Help needed to adjust lighting in level two before noon.,Facilities,Support Request,IND-10
SYN-01457,"Repair door at level two, today.",Facilities,Support Request,IND-10
SYN-01458,Request to replace projector - main office - this afternoon.,Equipment,Service Request,IND-07
SYN-01459,Request to prepare meal order - north wing - this afternoon.,Food Services,Service Request,IND-04
SYN-01460,Service needed: inspect window in reception this afternoon.,Cleaning,Service Request,IND-05
SYN-01461,Complaint: recurring issue with application at level two.,IT Support,Complaint,IND-09
SYN-01462,"Reset application at north wing, before noon.",IT Support,Complaint,IND-09
SYN-01463,Service needed: schedule supply order in main office this afternoon.,Food Services,Service Request,IND-04
SYN-01464,"Please configure the printer at reception, today.",IT Support,Service Request,IND-02
SYN-01465,"Please provide support to check the air conditioner at north wing, this afternoon.",Facilities,Support Request,IND-10
SYN-01466,"the water leak issue at north wing happened again, please review.",Facilities,Complaint,IND-09
SYN-01467,Request to configure application - storage area - as soon as possible.,IT Support,Service Request,IND-02
SYN-01468,"please check the water leak at storage area, as soon as possible",Facilities,Service Request,IND-01
SYN-01469,Request to review access badge - storage area - as soon as possible,Security,Service Request,IND-06
SYN-01470,"Please connect the laptop at main office, today.",IT Support,Service Request,IND-02
SYN-01471,Request to adjust elevator - storage area - today.,Facilities,Service Request,IND-01
SYN-01472,"Reset user account at level two, today.",IT Support,Support Request,IND-10
SYN-01473,Service needed: reset laptop in level two before noon.,IT Support,Service Request,IND-02
SYN-01474,complaint: recurring issue with document box at reception.,Facilities,Complaint,IND-09
SYN-01475,Service needed: verify access badge in storage area today.,Security,Service Request,IND-06
SYN-01476,"reset printer at storage area, this afternoon.",IT Support,Service Request,IND-02
SYN-01477,"Please calibrate the tool kit at level two, today.",Equipment,Service Request,IND-07
SYN-01478,"Please provide support to follow up the feedback at north wing, this afternoon.",Food Services,Support Request,IND-10
SYN-01479,Request to verify visitor entrance - level two - this afternoon,Security,Service Request,IND-06
SYN-01480,Complaint: recurring issue with appointment at reception.,Customer Support,Complaint,IND-09
SYN-01481,service needed: check water leak in main office before noon,Facilities,Service Request,IND-01
SYN-01483,service needed: inspect elevator in north wing when available.,Facilities,Service Request,IND-05
SYN-01484,complaint: recurring issue with visitor entrance at level two,Security,Complaint,IND-09
SYN-01485,Request to confirm food tray - north wing - this afternoon.,Food Services,Service Request,IND-04
SYN-01486,"Restore door at main office, before noon",Facilities,Service Request,IND-01
SYN-01487,"collect shipment at reception, this afternoon.",Logistics,Service Request,IND-03
SYN-01488,service needed: deliver supply order in level two before noon.,Food Services,Service Request,IND-04
SYN-01489,"Please provide support to respond to the complaint at north wing, as soon as possible.",Food Services,Support Request,IND-10
SYN-01490,"Inspect lighting at main office, before noon.",Facilities,Service Request,IND-01
SYN-01491,Request to prepare meal order - level two - when available.,Food Services,Service Request,IND-04
SYN-01492,"please provide support to verify the camera at level two, when available.",Security,Support Request,IND-10
SYN-01493,"Please replace the portable monitor at reception, as soon as possible.",Equipment,Service Request,IND-07
SYN-01494,Complaint: recurring issue with tool kit at reception.,Equipment,Complaint,IND-03
SYN-01495,"Please provide support to check the door at storage area, as soon as possible.",Facilities,Support Request,IND-10
SYN-01496,"Please adjust the elevator at storage area, as soon as possible.",Facilities,Service Request,IND-01
SYN-01497,"pls provide support to schedule the document box at storage area, today.",Logistics,Support Request,IND-10
SYN-01498,"Please diagnose the application at north wing, this afternoon.",IT Support,Service Request,IND-02
SYN-01499,Complaint: recurring issue with lighting at storage area.,Facilities,Complaint,IND-09
SYN-01500,Service needed: replace power unit in storage area today.,Equipment,Service Request,IND-07
SYN-01501,"please clean the hallway at level two, as soon as possible.",Cleaning,Service Request,IND-01
SYN-01502,"Please inspect the spill at storage area, as soon as possible",Cleaning,Service Request,IND-05
SYN-01503,Help needed to update printer in main office before noon.,Cleaning,Support Request,IND-10
SYN-01504,service needed: locate package in storage area when available.,Logistics,Service Request,IND-03
SYN-01505,Request to clarify appointment - storage area - this afternoon.,Customer Support,Service Request,IND-08
